date,brand,count,failures
2022-08-07,Western Digital,13780,0
2022-08-11,Western Digital,13806,0
2022-08-08,Western Digital,13780,0
2022-08-10,Western Digital,13780,0
2022-08-09,Western Digital,13780,0
2022-08-06,Western Digital,13780,0
2022-08-03,Western Digital,12606,0
2022-08-05,Western Digital,12606,0
2022-07-29,Western Digital,12606,0
2022-07-30,Western Digital,12606,0
2022-07-28,Western Digital,12606,0
2022-07-25,Western Digital,12606,0
2022-07-24,Western Digital,12606,0
2022-08-04,Western Digital,12606,0
2022-07-31,Western Digital,12606,0
2022-08-02,Western Digital,12606,0
2022-07-27,Western Digital,12606,0
2022-08-01,Western Digital,12606,0
2022-07-26,Western Digital,12605,1
2022-07-23,Western Digital,12606,0
2022-07-22,Western Digital,12605,0
2022-07-21,Western Digital,12605,0
2022-07-17,Western Digital,12606,0
2022-07-16,Western Digital,12606,0
2022-07-10,Western Digital,12606,0
2022-07-09,Western Digital,12606,0
2022-07-08,Western Digital,12606,0
2022-07-14,Western Digital,12606,0
2022-07-11,Western Digital,12606,0
2022-07-13,Western Digital,12606,0
2022-07-03,Western Digital,12607,1
2022-07-18,Western Digital,12580,0
2022-07-06,Western Digital,12606,1
2022-07-15,Western Digital,12606,0
2022-07-04,Western Digital,12606,0
2022-07-19,Western Digital,12606,0
2022-07-07,Western Digital,12605,0
2022-07-05,Western Digital,12606,0
2022-06-30,Western Digital,12608,0
2022-07-01,Western Digital,12607,0
2022-07-02,Western Digital,12607,0
2022-06-27,Western Digital,12608,0
2022-07-20,Western Digital,12605,0
2022-06-26,Western Digital,12607,1
2022-06-28,Western Digital,12608,0
2022-07-12,Western Digital,12606,0
2022-06-29,Western Digital,12608,0
2022-06-25,Western Digital,12608,1
2022-06-24,Western Digital,12608,0
2022-06-23,Western Digital,12608,0
2022-06-21,Western Digital,12608,0
2022-06-20,Western Digital,12608,0
2022-06-18,Western Digital,12608,0
2022-06-19,Western Digital,12608,0
2022-06-22,Western Digital,12608,0
2022-06-17,Western Digital,12608,0
2022-06-16,Western Digital,12608,0
2022-05-20,Western Digital,12610,0
2022-06-14,Western Digital,12608,0
2022-06-13,Western Digital,12608,0
2022-06-15,Western Digital,12608,0
2022-06-10,Western Digital,12608,0
2022-06-12,Western Digital,12608,0
2022-06-07,Western Digital,12609,0
2022-06-09,Western Digital,12609,1
2022-06-04,Western Digital,12609,0
2022-05-30,Western Digital,12609,0
2022-06-11,Western Digital,12608,0
2022-05-25,Western Digital,12610,0
2022-06-05,Western Digital,12609,0
2022-06-01,Western Digital,12609,0
2022-05-26,Western Digital,12610,0
